TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T24,19.5,14.7,28,72,85,1.04,1175,78,20,221,0,None
T53,19.1,16.8,27,72,83,0.8,1475,62,21,288,0,None
T95,23.7,16,16,88,76,1.48,1198,78,21,231,0,None
T83,9.1,11.2,19,93,83,0.82,1115,67,34,277,0,None
T76,19.1,16.6,43,91,83,1.2,951,62,21,243,0,None
T78,6.3,16.1,36,88,87,0.87,1015,64,28,267,0,None
T50,14.6,15.3,27,76,92,1.03,1521,80,35,282,0,None
T12,7.4,14,42,96,88,0.73,1114,67,21,72,0,None
T56,18.1,19.5,33,89,82,0.67,1448,75,35,94,0,None
T15,17,18.5,37,91,84,1.47,1606,70,30,112,1,Gearbox
T83,6,15.9,28,77,93,1.04,1175,72,31,57,0,None
T92,11.4,10.1,28,78,88,0.96,1944,73,26,79,0,None
T40,12.9,14.3,17,97,83,1.14,1182,72,31,198,0,None
T41,10,17,37,84,87,0.72,1078,80,27,61,0,None
T69,5.8,11.2,18,87,88,1.32,1403,71,25,94,0,None
T69,11.4,14.1,38,73,85,0.75,1386,72,32,95,0,None
T6,20.9,11.9,21,82,92,1.04,1844,67,31,142,0,None
T87,12.2,13.4,22,97,91,0.63,952,65,23,188,0,None
T67,11.5,10.3,43,97,85,1.07,1200,69,16,175,0,None
T33,23.8,11.3,29,92,94,0.98,1867,72,34,174,0,None
T43,5.8,14.5,19,86,94,0.78,1735,66,31,141,0,None
T21,20.3,19,42,98,94,0.81,904,70,32,293,1,Blades
T84,14.7,14.9,29,96,79,0.51,1481,76,15,295,0,None
T65,23.9,14.5,19,95,77,0.53,1169,68,32,217,0,None
T17,12.9,17.9,27,96,87,1.1,1987,72,24,84,0,None
T93,19.2,12.7,33,84,90,1.22,1982,78,33,89,0,None
T8,6.4,11,26,86,81,1.05,1920,72,29,264,0,None
T64,23.6,12.1,43,83,86,0.58,911,66,24,109,1,Blades
T90,11.9,17.9,23,92,88,1.44,1895,71,17,268,1,Gearbox
T28,15.5,16.8,20,88,84,1.21,1259,77,26,268,0,None
T98,7.8,10.9,22,72,86,0.74,1606,63,29,141,0,None
T90,23.9,16.7,18,74,77,1.17,1394,76,33,34,0,None
T13,18.5,19.3,29,76,95,0.61,1290,62,33,246,0,None
T13,6.1,10.4,41,90,83,1.28,1216,79,20,272,0,None
T38,8.1,16.2,24,73,79,0.98,1371,63,17,105,0,None
T25,13,13.8,23,86,85,0.91,1227,69,24,193,0,None
T62,9.3,15,40,95,81,0.51,1919,79,21,273,0,None
T23,11.1,15.3,24,98,83,1.15,1381,64,21,266,0,None
T86,24.9,17.7,29,83,86,1.33,1939,73,28,112,0,None
T21,18.2,15.6,16,86,81,0.79,1309,75,30,53,0,None
T54,23.4,15.9,24,95,88,0.51,1186,61,30,104,0,None
T63,13.7,13.3,19,98,84,1.28,1790,72,31,223,0,None
T30,19.2,11.3,18,82,77,1.14,1473,75,16,171,0,None
T75,14.2,16.8,28,81,93,1.28,1079,79,34,69,0,None
T68,11.6,10,23,84,85,1.04,1921,63,22,268,0,None
T97,15.4,13.3,20,78,93,0.96,1958,77,22,281,0,None
T76,13.5,12.2,30,96,83,0.72,1657,73,28,135,0,None
T73,24.6,13.9,39,80,86,0.58,1969,75,20,107,0,None
T32,14.9,13.1,37,83,92,0.97,1642,75,29,267,0,None
T75,21.2,17,23,80,84,1.37,1586,74,20,158,0,None
T24,18.3,12.6,23,74,88,0.56,1809,78,29,52,0,None
T7,14.6,15.6,37,88,80,1.49,974,62,31,286,0,None
T72,14.5,14.6,32,88,80,1.45,1387,66,33,73,0,None
T97,11.8,18,37,79,86,1.14,1373,78,23,204,0,None
T89,7.1,14.3,15,71,87,1.41,1583,69,31,57,0,None
T1,20.2,18.6,18,98,88,1.05,1282,68,24,156,0,None
T3,23.4,10,39,81,90,0.9,1399,71,20,151,0,None
T28,9.4,16,41,86,93,1.07,1834,66,30,116,0,None
T43,23.5,10.1,25,74,80,1.38,1943,72,21,57,0,None
T97,9.6,17.1,44,78,87,1.46,1433,78,18,177,0,None
T46,15.6,12.3,24,83,84,1.34,1676,68,17,209,0,None
T1,11.9,13.8,42,87,77,0.68,1502,64,23,46,0,None
T38,7.3,13.8,28,96,84,1.09,1854,63,30,221,0,None
T91,6.1,18.5,32,79,91,0.94,1188,74,31,162,0,None
T35,12.3,11,34,96,77,0.98,1850,61,32,217,0,None
T74,5.9,16.7,19,84,87,0.93,1467,62,24,214,0,None
T76,7.1,19.8,16,83,83,0.57,1402,79,16,226,0,None
T74,7.8,10.2,28,82,88,1.35,1947,73,19,79,0,None
T54,5,19.7,20,97,91,1.48,1236,64,19,158,1,Gearbox
T98,8.1,10.2,31,78,86,0.71,991,73,25,42,0,None
T24,16.5,18.4,29,96,81,1.12,1639,72,33,164,0,None
T28,21.4,19.6,19,73,77,1.04,1189,76,18,252,0,None
T22,8.9,19.9,35,99,81,1.4,1606,68,16,189,1,Gearbox
T16,6.6,14.6,16,85,82,1.2,962,60,15,223,0,None
T13,19.6,18.7,19,100,88,1.25,1519,69,33,268,0,None
T100,5.2,11.2,36,88,83,1.45,1161,74,31,194,0,None
T100,19.7,14.3,31,74,83,1.16,983,79,34,97,0,None
T62,7.6,13.1,23,72,81,0.95,961,77,29,283,0,None
T43,9.6,14,20,76,82,0.55,1953,60,27,234,0,None
T87,7.4,17,34,83,80,1.41,1192,65,17,221,0,None
T78,9.9,10.9,21,92,90,1.09,1540,71,27,289,0,None
T32,21,20,45,70,95,1.18,1433,61,31,265,1,Blades
T67,7.7,16.4,41,78,90,1.01,1299,72,32,83,0,None
T91,24.9,18.7,19,88,76,0.89,1497,69,32,269,0,None
T83,11.5,18.3,41,79,88,1,1516,73,21,46,0,None
T86,23.4,17.7,25,81,89,0.55,1821,64,19,237,0,None
T57,8.8,10.4,30,79,91,1.3,1325,64,18,204,0,None
T65,8.8,15.2,19,99,90,0.66,1288,78,28,248,0,None
T69,16.3,13.3,19,72,85,0.83,1647,67,16,42,0,None
T49,6,11.1,41,97,80,0.59,1309,79,32,248,0,None
T33,21,13.4,34,80,77,1.32,1462,63,31,52,0,None
T19,13.8,16.4,29,77,75,0.67,1090,75,15,289,0,None
T36,19,12.3,16,96,75,0.9,1212,64,27,128,0,None
T70,8.5,14.4,43,79,94,0.92,1121,74,28,104,0,None
T15,17.8,14,26,100,87,0.82,1825,65,33,233,0,None
T100,16.9,10.5,27,86,86,1.36,1778,67,26,297,0,None
T97,20.1,16.3,24,84,83,1.27,1331,73,16,101,0,None
T24,10.9,16.2,42,99,91,1.24,1384,61,29,94,0,None
T27,23.7,19.7,25,77,79,0.73,1352,65,22,100,0,None
T49,24.2,13,20,97,90,0.69,1112,77,25,72,0,None
T75,22.4,14.2,30,88,82,0.75,1762,66,20,68,0,None
T23,16.4,14,38,93,89,0.89,1812,79,32,171,0,None
T33,13.4,19.2,26,87,89,0.98,1571,63,27,265,0,None
T41,6.2,14.1,35,89,81,0.75,1716,74,30,65,0,None
T56,23.9,14.4,24,75,94,0.96,1618,63,18,191,0,None
T29,24,12.5,37,75,85,0.68,1013,75,26,182,0,None
T31,5.4,10,35,82,80,0.77,1506,64,21,53,0,None
T65,12.1,11.1,35,80,88,0.76,1282,77,16,137,0,None
T98,22.6,17,34,91,90,1.23,1142,72,30,36,0,None
T18,6.6,16.8,20,92,94,0.96,1631,78,35,182,0,None
T82,8.9,13.2,42,87,76,1.12,1878,73,30,122,0,None
T6,24.6,14.7,33,82,86,1.17,2000,76,17,191,0,None
T52,21.9,13,26,90,85,0.57,1535,77,28,154,0,None
T40,23.2,17.3,20,91,81,1.29,1640,69,32,291,0,None
T65,7.8,18.4,39,94,90,0.78,1617,73,18,42,0,None
T42,9.2,19,30,94,79,1.01,1665,61,35,279,0,None
T94,17.1,11.7,19,72,82,0.84,1171,70,27,197,0,None
T68,15,17,43,81,90,1.27,1075,64,35,170,0,None
T32,11,19.6,18,83,85,0.73,1348,62,28,135,0,None
T10,22.7,16.5,31,95,78,1.46,1412,80,28,266,1,Gearbox
T69,23,13.5,33,85,93,0.9,1740,80,30,213,0,None
T9,10.8,16.4,45,85,90,1.21,1585,64,31,249,0,None
T69,8.1,16.9,19,87,86,1.14,1508,78,33,206,0,None
T61,8,14,33,74,87,1.24,1448,78,30,66,0,None
T11,14.7,11,29,87,88,1.05,1145,80,24,47,0,None
T99,7.7,16.1,23,87,85,0.88,1310,68,20,287,0,None
T91,14.5,18,43,93,90,0.68,1020,79,23,264,0,None
T68,14.2,20,39,89,89,1.02,972,76,33,226,0,None
T74,22.7,12.2,38,99,75,0.56,915,75,32,41,0,None
T97,10.9,17,42,72,77,0.56,996,65,22,45,0,None
T8,16.2,10.3,37,93,76,1.11,1554,70,23,251,0,None
T49,19.9,19.7,30,93,78,0.98,1969,76,21,56,0,None
T24,16.9,10.1,27,78,76,1.01,932,77,27,277,0,None
T33,24.1,13.6,36,91,79,0.82,1762,64,22,248,0,None
T19,17,10.8,33,90,86,1.29,1632,66,31,40,0,None
T2,23,16.2,31,79,88,0.7,1845,63,25,95,0,None
T55,9.9,13.4,33,92,93,1.09,1940,63,19,54,0,None
T11,16.2,17.3,35,98,90,1.36,1794,64,24,245,1,Gearbox
T99,15.9,14.9,44,79,76,1.33,1778,78,30,278,0,None
T17,24.8,14.2,38,99,84,0.53,995,67,24,144,0,None
T42,9.1,13.5,20,77,89,0.78,1295,70,26,182,0,None
T61,7.8,10.9,29,74,81,1.21,1578,60,33,210,0,None
T3,17.2,12,35,72,82,1.24,919,75,29,218,0,None
T86,9.5,16.4,20,76,91,0.98,1422,66,35,191,0,None
T35,17.8,15,43,80,76,0.7,909,74,17,172,0,None
T85,24.4,10.7,17,92,86,0.78,1716,64,30,185,0,None
T89,23.9,15.4,33,72,91,1.3,1192,68,30,51,0,None
T66,9.6,10.5,44,85,91,0.69,1730,70,17,37,0,None
T1,8.4,15.1,37,86,77,1.44,1428,73,34,181,0,None
T7,16.2,19.6,35,77,92,1,1019,63,32,297,0,None
T20,16.7,13.1,45,71,77,0.78,1911,69,25,181,0,None
T43,18.2,17.2,39,77,93,0.89,1668,60,19,158,0,None
T6,19.8,17.5,44,77,79,0.76,1697,63,19,185,0,None
T55,17,14,36,91,77,0.88,1154,67,18,165,0,None
T100,7.2,15.9,35,77,76,0.63,1038,79,19,288,0,None
T21,20.8,14.7,38,80,82,1.32,1950,78,33,110,0,None
T51,6.6,12.8,21,71,82,1.46,1281,70,28,145,0,None
T46,5.4,17.5,39,89,86,1.16,1158,72,17,144,0,None
T35,20.4,17,44,84,90,1.31,1866,66,33,134,1,Blades
T100,16,19,33,80,85,0.73,1410,73,16,63,0,None
T8,19,16.2,15,91,95,0.56,1620,65,23,177,0,None
T68,12.7,13.9,17,90,79,1.13,1193,60,30,176,0,None
T16,5.2,17.1,22,80,79,1.32,1966,79,31,141,0,None
T67,11.6,16.2,30,91,89,1.33,1421,68,32,147,1,Gearbox
T71,17.2,16.2,27,80,81,1.03,1367,70,34,255,0,None
T64,9.5,18.5,44,77,78,1.12,971,62,20,88,0,None
T2,18.8,19.1,43,92,91,0.87,1679,71,23,230,0,None
T1,20.9,11.8,27,92,80,1.33,1495,78,28,195,1,Gearbox
T58,14.1,13.1,39,96,90,1.2,1963,78,33,185,0,None
T1,22.5,16.5,34,85,79,0.69,1040,72,27,138,0,None
T7,22.1,15.6,22,77,94,0.78,1330,77,20,43,0,None
T88,22.6,16.5,43,95,81,0.65,1179,67,31,55,1,Blades
T69,18.2,14.3,23,75,90,1.01,1634,64,33,182,0,None
T85,11.1,14.1,41,98,92,0.7,979,68,15,252,0,None
T92,14.6,11.2,34,79,77,0.66,1992,76,15,214,0,None
T18,19.2,16.2,34,71,76,0.66,1686,74,34,154,0,None
T88,9.2,11.8,40,76,87,0.77,1319,68,26,183,0,None
T32,19.8,16.7,30,82,87,1.31,1305,67,17,223,0,None
T45,16,19.7,41,72,87,1.44,1429,79,22,99,0,None
T33,6.9,12.6,32,82,84,1.5,1668,65,26,93,0,None
T74,16.1,11.4,45,76,94,0.54,1551,66,28,191,0,None
T73,6.3,10.2,35,71,89,1.07,1432,67,18,134,0,None
T49,5.3,13.8,26,79,76,0.77,1115,76,32,261,0,None
T33,22.8,12.1,38,77,91,1.49,1091,77,26,211,1,Generator
T97,14.8,14.9,30,83,81,1.48,1907,64,26,217,0,None
T71,15.9,15.2,39,93,89,1.43,1507,68,26,160,1,Gearbox
T68,10.6,13.5,40,85,76,0.51,1538,77,16,275,0,None
T28,15.9,17.5,34,93,90,0.65,1376,66,30,129,0,None
T87,8.4,19,41,80,86,1.05,1679,68,17,293,0,None
T53,19.9,12.1,27,70,89,0.69,1782,71,24,122,0,None
T96,21.5,18.4,17,98,85,1.35,1352,73,27,103,1,Gearbox
T44,22.1,11.3,35,79,91,1.2,958,66,19,96,0,None
T80,7.1,12.3,38,86,94,0.68,1178,72,25,247,0,None
T55,16.2,15.6,17,84,90,1.32,1804,74,21,112,0,None
T10,21.2,13.1,38,87,90,1,1516,62,29,260,0,None
T14,7.6,10.4,34,97,79,1.21,1869,80,26,263,0,None
T36,7,12.9,18,96,82,0.64,1320,79,17,132,0,None
T34,21.3,19,31,99,78,1.02,1246,63,27,243,0,None
T88,20.9,11.7,18,86,86,1.28,902,67,18,183,0,None
T18,14,17.6,25,98,84,0.85,1098,66,15,190,0,None
T16,7.2,17.2,39,84,81,0.69,1269,60,18,57,0,None
T37,15.3,11.1,18,71,76,1.14,987,70,15,210,0,None
T41,12.9,13.3,29,74,94,1.14,1565,63,35,90,0,None
T25,15.4,11.9,33,80,87,0.7,1989,63,28,199,0,None
T8,13.8,10.2,43,92,81,0.57,964,64,28,224,0,None
T88,16.4,11.7,37,72,82,0.67,1331,75,34,285,0,None
T84,19.5,12,19,81,83,0.78,1340,63,18,122,0,None
T94,20.5,11.7,44,99,91,0.54,977,73,16,136,1,Blades
T84,18,10.9,29,94,79,1.42,1104,66,29,273,1,Gearbox
T18,9,15.3,26,87,92,0.73,1398,61,27,127,0,None
T68,12.9,13.2,19,72,81,1.24,1951,80,33,133,0,None
T48,6.4,19.1,43,70,92,0.91,1527,73,21,214,0,None
T100,14,11.9,33,73,93,1,1010,64,26,43,0,None
T70,24.4,16,45,80,89,1.04,1716,70,26,113,1,Blades
T67,17.8,19,20,88,93,1.27,1843,68,20,128,0,None
T18,8.1,10.5,31,76,90,1.29,1789,64,22,94,0,None
T18,10.4,15.2,18,72,78,0.64,1800,79,22,45,0,None
T56,6.3,14.5,31,73,94,0.8,1793,77,32,237,0,None
T23,8.6,19.3,42,83,79,1.07,1145,67,23,199,0,None
T35,14.8,16.6,18,93,85,0.83,1554,76,27,182,0,None
T6,11.9,13.5,23,95,83,0.63,1079,64,22,77,0,None
T26,9.1,17.1,35,79,82,0.91,1261,62,17,136,0,None
T85,7.9,15.8,17,90,91,0.72,1359,71,34,82,0,None
T61,18.1,13.5,29,82,81,0.64,1375,68,17,159,0,None
T88,16.2,17.9,25,99,86,0.8,1382,61,15,290,0,None
T15,21.9,16.7,40,82,82,0.8,1762,73,20,262,0,None
T91,8.7,10.1,16,82,93,0.6,1582,76,21,249,0,None
T32,22,18.7,41,85,78,1.08,1606,71,21,265,1,Blades
T12,16.6,14,36,71,79,0.81,1746,61,31,138,0,None
T5,10.3,16.5,24,83,77,0.67,1128,68,21,159,0,None
T64,10.5,14,21,95,90,1.32,1411,65,28,126,1,Gearbox
T71,12.8,18.8,44,88,78,0.5,1841,63,15,69,0,None
T86,14.2,16.5,32,99,86,0.95,1676,70,33,105,0,None
T27,6.7,15.8,25,80,90,0.93,1868,61,20,198,0,None
T79,21.8,19.8,16,75,77,1.17,1399,61,26,276,0,None
T45,7.4,12.8,20,93,94,0.89,1742,76,26,252,0,None
T35,14.7,10.7,33,71,81,1.01,1193,69,20,54,0,None
T26,12.7,15.2,30,75,91,1.41,1855,75,27,212,1,Generator
T23,15.2,14.2,38,85,91,0.67,1226,67,32,113,0,None
T13,22.7,14.5,40,93,82,0.61,1275,67,22,201,0,None
T90,24.8,16.2,27,88,86,1.25,1689,69,34,99,0,None
T3,5.4,16.2,18,100,88,1.24,1723,66,20,152,0,None
T29,12.9,13.9,39,90,83,1.42,958,71,17,173,0,None
T66,21.4,18.6,32,92,82,1.48,1065,61,22,224,1,Gearbox
T64,11.5,16.5,44,100,92,0.88,1175,71,33,168,0,None
T28,18,18.9,39,88,79,0.88,2000,74,18,180,0,None
T87,24.8,19.1,25,91,91,1.4,1805,80,23,267,1,Gearbox
T36,17.9,11.7,28,79,79,1.36,1687,73,27,132,0,None
T6,7.2,16.8,22,86,89,0.88,1960,74,31,101,0,None
T11,21.9,13.2,30,97,81,0.58,1656,72,33,110,0,None
T38,24.3,18.4,36,96,94,1.08,1661,79,35,188,0,None
T34,19.3,17.3,33,79,87,0.77,1888,76,32,261,0,None
T81,13.4,12,25,81,86,1.41,1232,72,15,81,0,None
T67,24,19.4,40,95,81,1.31,902,67,23,89,1,Gearbox
T46,24.4,16.8,18,79,85,1.4,1686,66,32,92,0,None
T98,23.7,19.5,19,97,76,0.58,1072,75,35,218,0,None
T86,13.2,12,27,93,78,1.36,1216,79,16,115,1,Gearbox
T29,20.8,18.7,36,75,81,1.09,1805,80,22,120,0,None
T60,18.1,16.7,36,92,94,0.72,1756,65,28,293,0,None
T54,8.6,15.5,26,95,84,0.8,1422,72,23,156,0,None
T93,15.7,18.2,36,74,83,0.96,1015,74,18,157,0,None
T69,20,16.3,17,84,90,1.13,1228,68,33,186,0,None
T74,22.9,16.7,24,96,89,0.73,1423,62,21,216,0,None
T74,22.3,12.5,36,76,88,0.71,1745,66,20,117,0,None
T9,8.1,18.2,21,83,87,1.39,1983,70,26,197,0,None
T85,14.8,16.5,21,88,78,1.35,1588,62,32,173,0,None
T77,14.6,18.4,18,73,83,1.27,959,66,25,155,0,None
T10,23,13.5,26,76,93,1.26,1143,65,17,64,0,None
T75,5,13.3,40,84,94,1.27,1185,67,24,226,0,None
T68,19.8,10.2,40,81,84,1.42,1598,74,17,232,0,None
T58,17.4,17.7,41,80,75,1.34,920,70,18,246,0,None
T95,23.4,13.3,16,71,85,0.89,1457,68,24,145,0,None
T52,14.1,13.3,45,98,80,0.97,1995,65,17,229,0,None
T34,18.2,16.9,30,96,79,1.1,1746,74,28,260,0,None
T35,24.5,12.5,41,82,81,0.98,1746,73,26,96,1,Blades
T33,19.9,19.1,42,75,77,0.8,1720,69,22,57,0,None
T72,6.3,15.4,30,72,76,1.36,1652,66,18,121,0,None
T32,8.4,19.7,17,74,84,1.3,1228,76,25,35,0,None
T55,21.4,10.8,33,88,80,0.89,1761,77,31,289,0,None
T97,11.7,13.4,25,92,80,0.61,1610,77,30,130,0,None
T8,19.1,13.8,21,75,79,0.5,1152,68,34,127,0,None
T46,19,17.3,20,73,85,0.59,1977,65,25,162,0,None
T14,24.9,12.1,32,91,90,0.65,1983,77,28,251,0,None
T98,14.4,13.8,18,86,88,1.16,1311,80,20,198,0,None
T8,19.8,19.1,40,81,95,0.72,1729,64,30,104,0,None
T71,6,11.1,22,92,93,1.13,1650,73,25,93,0,None
T77,14.3,17.5,31,84,83,0.83,1542,67,24,219,0,None
T54,8.7,17,19,84,91,1.4,1099,70,21,41,1,Generator
T21,21.8,11.3,41,70,79,0.97,1415,71,21,117,1,Blades
T96,21.8,16.9,36,79,79,1.17,1703,71,19,112,0,None
T75,9.7,15.7,21,70,89,0.96,1987,75,34,256,0,None
T14,11.4,12.9,36,98,79,1.41,1575,79,20,158,1,Gearbox
T75,19,13.1,17,79,84,1.19,1727,62,16,35,0,None
T2,19.8,18.3,38,75,81,1.14,1905,74,23,49,0,None
T98,18.2,12.3,30,73,80,1.09,1575,70,34,150,0,None
T61,24.9,15.1,19,71,78,1.49,1741,68,16,41,0,None
T17,22.4,16.8,32,97,87,1.18,1404,73,20,39,0,None
T78,13.3,11.3,21,75,76,1.25,1221,78,20,37,0,None
T89,11.5,19.3,35,89,89,0.58,1442,72,26,32,0,None
T48,16.9,12.6,36,90,93,1.31,998,76,30,78,1,Generator
T91,21.4,13.2,38,80,82,1.1,1923,66,23,143,0,None
T8,14.5,16.7,42,95,83,0.84,1241,69,22,267,0,None
T56,19.8,10.8,35,76,87,1.08,1407,63,21,196,0,None
T17,5.4,16.3,30,72,88,1.13,1619,71,33,96,0,None
T69,23.5,19.2,41,72,86,0.76,1455,75,34,268,1,Blades
T12,20.5,12.5,42,79,89,0.94,1211,72,27,63,1,Blades
T38,12.9,13.6,38,84,91,1.22,1983,78,33,179,0,None
T18,12.7,12.3,43,89,95,0.73,1833,77,35,81,0,None
T26,7.1,18.2,44,92,83,1.34,1013,68,26,296,1,Gearbox
T95,21.3,11.7,23,75,87,0.58,1304,71,21,223,0,None
T37,20.4,13.5,21,91,83,1.08,1114,73,22,217,0,None
T70,17.6,16,28,75,80,0.88,1427,76,27,36,0,None
T41,7,14,45,100,95,0.55,1130,61,23,100,0,None
T79,10.2,10.7,18,99,75,1.27,1244,76,25,81,0,None
T42,14.2,19.5,36,73,76,1.05,1473,61,20,61,0,None
T90,10.3,13.4,41,90,87,1.22,1058,74,35,81,0,None
T76,13.7,14.5,45,97,89,0.88,1847,69,19,242,0,None
T41,9.5,11.7,34,72,90,1.36,1299,65,33,61,0,None
T47,12,18.7,26,74,89,0.58,1906,74,32,265,0,None
T14,18,12.9,20,80,91,0.73,933,77,31,126,0,None
T1,22.8,10.2,44,73,90,1.29,1749,77,34,190,1,Blades
T17,12.7,13.2,43,97,86,1.45,1851,64,31,275,1,Gearbox
T97,18.8,19.8,39,96,84,1.35,1983,72,22,148,1,Gearbox
T55,7.7,11.5,43,98,89,0.73,1045,73,18,67,0,None
T93,15.8,10.3,17,76,90,0.85,1377,61,25,270,0,None
T53,23.4,15.8,34,71,82,1.27,1736,67,15,193,0,None
T31,5.6,13.7,23,83,75,1.45,1465,62,34,54,0,None
T62,10.4,17.9,38,96,81,0.79,1803,68,32,99,0,None
T8,7.6,17.3,18,89,86,0.89,1982,75,31,104,0,None
T30,15.7,11.9,23,100,86,0.52,1732,76,22,58,0,None
T77,18.6,15.6,41,97,83,1,1716,75,17,208,0,None
T80,6.2,10.3,37,82,94,0.59,1525,65,29,257,0,None
T66,6.4,14.4,45,71,85,0.59,1409,63,28,56,0,None
T45,22.4,17.1,34,70,78,1.26,1819,77,31,31,0,None
T18,14.1,14.1,24,89,79,0.84,1156,75,25,38,0,None
T99,14.3,11.2,31,97,77,1.44,1848,75,18,144,1,Gearbox
T45,23.9,10.6,43,83,80,1.22,1821,65,31,117,1,Blades
T19,11.4,18.5,35,96,81,0.79,1711,71,29,140,0,None
T77,22.9,18.9,41,87,82,1.18,1665,78,34,287,1,Blades
T68,24.5,13.4,16,73,92,1.37,909,77,17,175,1,Generator
T83,9.8,11.6,26,94,90,0.94,1989,65,27,103,0,None
T50,15.3,19.8,43,85,85,1.06,1331,79,28,291,0,None
T25,15.7,15.5,16,72,84,0.72,1318,68,35,50,0,None
T38,22.3,14.8,31,94,83,0.9,1987,71,32,68,0,None
T95,11.1,17.4,25,93,75,1.08,1166,75,21,79,0,None
T36,21,11.7,34,84,93,1.12,1948,65,24,127,0,None
T68,24.4,15.8,20,71,81,1.22,1324,68,22,228,0,None
T56,21.8,18.9,35,80,92,1.46,1008,79,33,35,1,Generator
T39,23.2,10.2,45,83,90,1.34,1475,62,25,175,1,Blades
T63,19.2,16.7,23,75,77,1.35,1677,60,33,76,0,None
T7,23.1,15.5,29,75,81,1.06,1570,79,22,96,0,None
T58,8.3,19.5,16,75,85,0.64,1947,78,19,94,0,None
T80,19.2,12.6,28,81,80,1.14,1322,76,26,160,0,None
T59,19.6,18.6,27,95,83,0.91,1386,67,35,239,0,None
T48,13.8,13.1,32,93,81,0.53,1171,68,28,44,0,None
T5,6.6,14.3,23,70,88,0.69,1536,78,16,66,0,None
T87,17.4,12.1,25,70,82,1.26,1934,80,16,144,0,None
T36,6,18.6,33,72,82,1.13,1280,61,24,245,0,None
T96,12.6,12,42,84,80,1.48,1026,69,16,49,0,None
T88,12.9,18.6,22,97,91,1.42,1303,68,17,178,1,Gearbox
T25,25,14.6,35,75,88,1.09,1872,75,30,180,0,None
T45,11,18.4,31,84,89,0.65,1890,70,30,140,0,None
T92,21.4,12.6,18,71,83,0.84,1034,62,19,218,0,None
T19,6.1,11.3,32,71,92,0.73,1741,63,32,66,0,None
T7,15.6,15.5,36,70,83,0.97,1056,66,19,181,0,None
T58,15.7,15.1,33,92,79,1.3,1873,76,30,253,0,None
T81,17.6,13.6,18,71,85,1.32,1423,75,27,270,0,None
T66,21.2,16.6,41,78,84,0.68,1889,75,32,117,1,Blades
T80,20.2,11,16,89,77,1.05,982,76,30,270,0,None
T39,20.2,16.2,22,89,88,1.18,984,68,15,285,0,None
T18,13.6,12.1,33,72,91,0.9,1929,72,16,251,0,None
T1,19.5,11.3,22,78,82,1.41,1750,63,16,153,0,None
T63,14.8,19.1,18,89,90,0.86,1060,64,32,285,0,None
T3,6.3,14.6,30,82,87,0.99,1880,66,27,285,0,None
T21,22.8,17.6,37,84,80,1.09,1839,70,34,122,0,None
T30,22.8,10.9,27,76,82,0.93,1492,64,23,113,0,None
T11,11.5,10.6,36,71,94,1.46,1082,77,19,229,1,Generator
T22,23.3,14.9,41,80,79,1.26,1365,72,22,159,1,Blades
T57,20.2,13.2,44,90,78,1.33,1505,71,20,245,1,Blades
T89,13,10,22,93,77,1.25,1131,60,32,237,0,None
T3,11.6,11.8,33,88,93,1.09,1844,71,20,159,0,None
T30,24.5,12.2,23,82,88,0.53,1817,78,18,280,0,None
T88,19.3,12.9,41,87,77,1.26,926,64,22,269,0,None
T45,12.6,18.8,42,91,90,1.11,922,64,31,33,0,None
T36,17.8,14.2,25,93,88,0.58,1381,78,23,39,0,None
T87,16.4,16.8,34,73,95,0.62,1917,77,27,144,0,None
T72,15.5,10.2,42,94,85,0.98,1745,74,19,235,0,None
T64,17.9,18.1,30,72,85,1.35,1954,75,17,103,0,None
T54,15.8,12.4,37,96,80,1.05,1212,61,20,121,0,None
T68,18.1,13.1,39,82,79,1.42,1965,75,31,107,0,None
T50,23.2,10.5,41,86,90,1.32,1485,75,29,292,1,Blades
T31,24.9,14.1,30,79,82,1.13,1572,61,17,68,0,None
T29,19.2,18.5,43,83,89,0.81,1152,76,19,227,0,None
T59,23.6,13.8,34,95,90,1.35,1408,73,20,183,1,Gearbox
T36,22.2,19.1,20,79,93,1.16,1732,71,21,167,0,None
T77,10.9,18.7,33,87,84,1.05,1286,70,28,42,0,None
T73,23.7,10.6,24,89,77,1,977,70,18,146,0,None
T85,6.4,13.1,26,74,75,0.71,1822,65,17,41,0,None
T67,11.6,19.1,39,93,81,0.52,937,60,25,199,0,None
T89,17.8,10.3,44,100,94,1.22,1006,79,22,189,0,None
T89,15.5,17.7,41,75,90,1.42,1601,69,19,173,0,None
T76,15.8,19.1,25,93,86,0.68,1635,61,18,192,0,None
T93,20.9,17.7,29,74,80,1.43,1505,67,20,152,0,None
T11,8.9,17.4,45,99,89,0.57,986,67,16,120,0,None
T11,24.6,18.4,43,82,90,1.05,1755,77,21,198,1,Blades
T26,13.7,16.7,44,99,80,0.62,1558,67,23,275,0,None
T53,24,14.2,28,72,89,1.39,1638,78,20,168,0,None
T14,12.7,10.6,39,94,77,0.6,903,69,28,273,0,None
T64,17,17.9,41,84,77,0.75,997,63,32,292,0,None
T80,14,19.1,16,79,76,1.31,1693,66,30,92,0,None
T10,18.5,15.1,23,92,91,1.19,1646,77,19,157,0,None
